Disease,ID
Maple syrup urine disease,HMDB0000687
Heart failure,HMDB0000687
Phenylketonuria,HMDB0000687
Schizophrenia,HMDB0000687
Early preeclampsia,HMDB0000687
Pregnancy,HMDB0000687
Late-onset preeclampsia,HMDB0000687
Fumarase deficiency,HMDB0000687
Dihydrolipoamide Dehydrogenase Deficiency,HMDB0000687
Branched-chain Keto Acid Dehydrogenase Kinase Deficiency,HMDB0000687
Lipoyltransferase 1 Deficiency,HMDB0000687
Leukemia,HMDB0000687
Alzheimer's disease,HMDB0000687
"Epilepsy, early-onset, vitamin B6-dependent",HMDB0000687
Crohn's disease,HMDB0000687
Ulcerative colitis,HMDB0000687
Colorectal cancer,HMDB0000687
Irritable bowel syndrome,HMDB0000687
Autism,HMDB0000687
Rheumatoid arthritis,HMDB0000687
Perillyl alcohol administration for cancer treatment,HMDB0000687
Pancreatic cancer,HMDB0000687
Periodontal disease,HMDB0000687
Frontotemporal dementia,HMDB0000687
Lewy body disease,HMDB0000687
Attachment loss,HMDB0000687
Missing teeth,HMDB0000687
Periodontal Probing Depth,HMDB0000687
Eosinophilic esophagitis,HMDB0000687
Refractory localization-related epilepsy,HMDB0000182
Alzheimer's disease,HMDB0000182
Schizophrenia,HMDB0000182
Pregnancy,HMDB0000182
Lysinuric protein intolerance,HMDB0000182
Fumarase deficiency,HMDB0000182
Histidinemia,HMDB0000182
"Citrullinemia type II, neonatal-onset",HMDB0000182
Pyruvate carboxylase deficiency,HMDB0000182
Lipoyltransferase 1 Deficiency,HMDB0000182
Leukemia,HMDB0000182
L-2-Hydroxyglutaric aciduria,HMDB0000182
Crohn's disease,HMDB0000182
Ulcerative colitis,HMDB0000182
Irritable bowel syndrome,HMDB0000182
Colorectal cancer,HMDB0000182
Autism,HMDB0000182
Perillyl alcohol administration for cancer treatment,HMDB0000182
Pancreatic cancer,HMDB0000182
Periodontal disease,HMDB0000182
Frontotemporal dementia,HMDB0000182
Lewy body disease,HMDB0000182
Attachment loss,HMDB0000182
Missing teeth,HMDB0000182
Periodontal Probing Depth,HMDB0000182
Supragingival Calculus,HMDB0000182
Carbamoyl Phosphate Synthetase Deficiency,HMDB0000182
Autosomal  dominant polycystic kidney disease,HMDB0000182
Propionic acidemia,HMDB0000182
Tyrosinemia I,HMDB0000182
Eosinophilic esophagitis,HMDB0000182
Hyperdibasic aminoaciduria I,HMDB0000182
Cystinuria,HMDB0000182
Alpha-aminoadipic and alpha-ketoadipic aciduria,HMDB0000182
"2,4-dienoyl-CoA reductase deficiency",HMDB0000182
Hyperlysinuria,HMDB0000182
"Hyperlysinemia I, familial",HMDB0000182
Epilepsy,HMDB0000696
Heart failure,HMDB0000696
Homocystinuria,HMDB0000696
Colorectal cancer,HMDB0000696
Early preeclampsia,HMDB0000696
Pregnancy,HMDB0000696
Late-onset preeclampsia,HMDB0000696
Fumarase deficiency,HMDB0000696
Tyrosinemia,HMDB0000696
Methylenetetrahydrofolate reductase deficiency,HMDB0000696
Hypermethioninemia,HMDB0000696
Glycine N-methyltransferase deficiency,HMDB0000696
Methionine adenosyltransferase deficiency,HMDB0000696
Obesity,HMDB0000696
"Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type",HMDB0000696
"Citrullinemia type II, neonatal-onset",HMDB0000696
Cobalamin F disease (cblF),HMDB0000696
Leukemia,HMDB0000696
Schizophrenia,HMDB0000696
Adenosine kinase deficiency,HMDB0000696
Irritable bowel syndrome,HMDB0000696
Ulcerative colitis,HMDB0000696
Celiac disease,HMDB0000696
Autism,HMDB0000696
Crohn's disease,HMDB0000696
Diverticular disease,HMDB0000696
Rheumatoid arthritis,HMDB0000696
Eosinophilic esophagitis,HMDB0000696
Colorectal cancer,HMDB0038666
Colorectal cancer,HMDB0001645
Epilepsy,HMDB0000159
Dengue fever,HMDB0000159
Myocardial infarction,HMDB0000159
Maple syrup urine disease,HMDB0000159
Bacterial infections,HMDB0000159
Viral infection,HMDB0000159
Phenylketonuria,HMDB0000159
Alzheimer's disease,HMDB0000159
Early preeclampsia,HMDB0000159
Pregnancy,HMDB0000159
Late-onset preeclampsia,HMDB0000159
Obesity,HMDB0000159
Pterin-4a carbinolamine dehydratase deficiency,HMDB0000159
Guanosine triphosphate cyclohydrolase deficiency,HMDB0000159
6-Pyruvoyltetrahydropterin synthase deficiency,HMDB0000159
Sepsis,HMDB0000159
Hypothyroidism,HMDB0000159
Leukemia,HMDB0000159
Schizophrenia,HMDB0000159
Irritable bowel syndrome,HMDB0000159
Ulcerative colitis,HMDB0000159
Colorectal cancer,HMDB0000159
Autism,HMDB0000159
Crohn's disease,HMDB0000159
Gout,HMDB0000159
Rheumatoid arthritis,HMDB0000159
Perillyl alcohol administration for cancer treatment,HMDB0000159
Pancreatic cancer,HMDB0000159
Periodontal disease,HMDB0000159
Frontotemporal dementia,HMDB0000159
Lewy body disease,HMDB0000159
Attachment loss,HMDB0000159
Periodontal Probing Depth,HMDB0000159
Eosinophilic esophagitis,HMDB0000159
Hemodialysis,HMDB0000162
Glutathione synthetase deficiency,HMDB0000162
Early preeclampsia,HMDB0000162
Pregnancy,HMDB0000162
Late-onset preeclampsia,HMDB0000162
Obesity,HMDB0000162
"Hyperprolinemia, type I",HMDB0000162
Dihydrolipoamide Dehydrogenase Deficiency,HMDB0000162
"Hyperprolinemia, type II",HMDB0000162
Pyruvate carboxylase deficiency,HMDB0000162
"Cutis laxa, autosomal recessive, type IIIA",HMDB0000162
Dicarboxylic aminoaciduria,HMDB0000162
Mitochondrial pyruvate carrier deficiency,HMDB0000162
Lipoyltransferase 1 Deficiency,HMDB0000162
Alzheimer's disease,HMDB0000162
Colorectal cancer,HMDB0000162
Irritable bowel syndrome,HMDB0000162
Ulcerative colitis,HMDB0000162
Celiac disease,HMDB0000162
Autism,HMDB0000162
Crohn's disease,HMDB0000162
Rheumatoid arthritis,HMDB0000162
Perillyl alcohol administration for cancer treatment,HMDB0000162
Pancreatic cancer,HMDB0000162
Periodontal disease,HMDB0000162
Frontotemporal dementia,HMDB0000162
Lewy body disease,HMDB0000162
Attachment loss,HMDB0000162
Missing teeth,HMDB0000162
Periodontal Probing Depth,HMDB0000162
Tooth Decay,HMDB0000162
Iminoglycinuria,HMDB0000162
Autosomal  dominant polycystic kidney disease,HMDB0000162
Eosinophilic esophagitis,HMDB0000162
Colorectal cancer,HMDB0003371
Refractory localization-related epilepsy,HMDB0000187
Juvenile myoclonic epilepsy,HMDB0000187
Alzheimer's disease,HMDB0000187
Heart failure,HMDB0000187
Schizophrenia,HMDB0000187
Lung Cancer,HMDB0000187
Early preeclampsia,HMDB0000187
Pregnancy,HMDB0000187
Late-onset preeclampsia,HMDB0000187
Sarcosinemia,HMDB0000187
Fumarase deficiency,HMDB0000187
Obesity,HMDB0000187
Neu-Laxova Syndrome 1,HMDB0000187
Phosphoserine Aminotransferase Deficiency,HMDB0000187
Phosphoserine Phosphatase Deficiency,HMDB0000187
Leukemia,HMDB0000187
3-Phosphoglycerate dehydrogenase deficiency,HMDB0000187
"Serine deficiency syndrome, infantile",HMDB0000187
Irritable bowel syndrome,HMDB0000187
Ulcerative colitis,HMDB0000187
Colorectal cancer,HMDB0000187
Autism,HMDB0000187
Crohn's disease,HMDB0000187
Perillyl alcohol administration for cancer treatment,HMDB0000187
Pancreatic cancer,HMDB0000187
Periodontal disease,HMDB0000187
Frontotemporal dementia,HMDB0000187
Lewy body disease,HMDB0000187
Autosomal  dominant polycystic kidney disease,HMDB0000187
Eosinophilic esophagitis,HMDB0000187
Colorectal cancer,HMDB0001266
Prostate cancer,HMDB0001266
Colorectal cancer,HMDB0062620
Stomach cancer,HMDB0062620
Cystic fibrosis,HMDB0062620
Eosinophilic esophagitis,HMDB0062620
Epilepsy,HMDB0000167
Heart failure,HMDB0000167
Early preeclampsia,HMDB0000167
Pregnancy,HMDB0000167
Late-onset preeclampsia,HMDB0000167
Fumarase deficiency,HMDB0000167
Obesity,HMDB0000167
"Citrullinemia type II, neonatal-onset",HMDB0000167
Pyridoxamine 5-prime-phosphate oxidase deficiency,HMDB0000167
Leukemia,HMDB0000167
Schizophrenia,HMDB0000167
Irritable bowel syndrome,HMDB0000167
Ulcerative colitis,HMDB0000167
Colorectal cancer,HMDB0000167
Crohn's disease,HMDB0000167
Autism,HMDB0000167
Rheumatoid arthritis,HMDB0000167
Perillyl alcohol administration for cancer treatment,HMDB0000167
Pancreatic cancer,HMDB0000167
Periodontal disease,HMDB0000167
Frontotemporal dementia,HMDB0000167
Lewy body disease,HMDB0000167
Attachment loss,HMDB0000167
Missing teeth,HMDB0000167
Periodontal Probing Depth,HMDB0000167
Alzheimer's disease,HMDB0000167
Autosomal  dominant polycystic kidney disease,HMDB0000167
Eosinophilic esophagitis,HMDB0000167
Epilepsy,HMDB0000929
Schizophrenia,HMDB0000929
Alzheimer's disease,HMDB0000929
Colorectal cancer,HMDB0000929
Ovarian cancer,HMDB0000929
Obesity,HMDB0000929
Nicotinamide Adenine Dinucleotide Deficiency,HMDB0000929
Sepsis,HMDB0000929
Hartnup disease,HMDB0000929
Leukemia,HMDB0000929
Olivopontocerebral atrophy,HMDB0000929
Hereditary spastic paraplegia,HMDB0000929
Hypothyroidism,HMDB0000929
Friedreich's ataxia,HMDB0000929
Celiac disease,HMDB0000929
Irritable bowel syndrome,HMDB0000929
Ulcerative colitis,HMDB0000929
Autism,HMDB0000929
Crohn's disease,HMDB0000929
Rheumatoid arthritis,HMDB0000929
Perillyl alcohol administration for cancer treatment,HMDB0000929
Pancreatic cancer,HMDB0000929
Periodontal disease,HMDB0000929
Frontotemporal dementia,HMDB0000929
Lewy body disease,HMDB0000929
Attachment loss,HMDB0000929
Periodontal Probing Depth,HMDB0000929
Cachexia,HMDB0000929
Eosinophilic esophagitis,HMDB0000929
Tryptophanuria with dwarfism,HMDB0000929
Epilepsy,HMDB0000158
Myocardial infarction,HMDB0000158
Viral infection,HMDB0000158
Schizophrenia,HMDB0000158
Alzheimer's disease,HMDB0000158
Colorectal cancer,HMDB0000158
Early preeclampsia,HMDB0000158
Pregnancy,HMDB0000158
Late-onset preeclampsia,HMDB0000158
Fumarase deficiency,HMDB0000158
Tyrosinemia,HMDB0000158
Tyrosinemia I,HMDB0000158
Hypermethioninemia,HMDB0000158
Hawkinsinuria,HMDB0000158
Obesity,HMDB0000158
"Citrullinemia type II, neonatal-onset",HMDB0000158
Sepsis,HMDB0000158
Hypothyroidism,HMDB0000158
Leukemia,HMDB0000158
Irritable bowel syndrome,HMDB0000158
Ulcerative colitis,HMDB0000158
Autism,HMDB0000158
Crohn's disease,HMDB0000158
Perillyl alcohol administration for cancer treatment,HMDB0000158
Pancreatic cancer,HMDB0000158
Periodontal disease,HMDB0000158
Frontotemporal dementia,HMDB0000158
Lewy body disease,HMDB0000158
Attachment loss,HMDB0000158
Missing teeth,HMDB0000158
Periodontal Probing Depth,HMDB0000158
Cachexia,HMDB0000158
Eosinophilic esophagitis,HMDB0000158
Phenylketonuria,HMDB0000883
Epilepsy,HMDB0000883
Maple syrup urine disease,HMDB0000883
Alzheimer's disease,HMDB0000883
Schizophrenia,HMDB0000883
Early preeclampsia,HMDB0000883
Pregnancy,HMDB0000883
Late-onset preeclampsia,HMDB0000883
Hypervalinemia,HMDB0000883
Obesity,HMDB0000883
Dihydrolipoamide Dehydrogenase Deficiency,HMDB0000883
Branched-chain Keto Acid Dehydrogenase Kinase Deficiency,HMDB0000883
Lipoyltransferase 1 Deficiency,HMDB0000883
Cachexia,HMDB0000883
Leukemia,HMDB0000883
Crohn's disease,HMDB0000883
Ulcerative colitis,HMDB0000883
Irritable bowel syndrome,HMDB0000883
Colorectal cancer,HMDB0000883
Autism,HMDB0000883
Diverticular disease,HMDB0000883
Gout,HMDB0000883
Rheumatoid arthritis,HMDB0000883
Perillyl alcohol administration for cancer treatment,HMDB0000883
Pancreatic cancer,HMDB0000883
Periodontal disease,HMDB0000883
Frontotemporal dementia,HMDB0000883
Lewy body disease,HMDB0000883
Attachment loss,HMDB0000883
Missing teeth,HMDB0000883
Periodontal Probing Depth,HMDB0000883
Paraquat poisoning,HMDB0000883
Lung Cancer,HMDB0000883
Diabetes mellitus type 1,HMDB0000883
Autosomal  dominant polycystic kidney disease,HMDB0000883
Eosinophilic esophagitis,HMDB0000883
Colorectal cancer,HMDB0060256
Alzheimer's disease,HMDB0000452
Kidney disease,HMDB0000452
Schizophrenia,HMDB0000452
Cancer with metastatic bone disease,HMDB0000452
Eosinophilic esophagitis,HMDB0000452
Colorectal cancer,HMDB0000452
Colorectal cancer,HMDB0001251
Cerebrotendinous xanthomatosis,HMDB0001170
Cirrhosis,HMDB0001170
Lathosterolosis,HMDB0001170
Colorectal cancer,HMDB0001170
Colorectal cancer,HMDB0061115
Colorectal cancer,HMDB0094648
Colorectal cancer,HMDB0000665
Colorectal cancer,HMDB0028923
Colorectal cancer,HMDB0028924
Colorectal cancer,HMDB0028928
Colorectal cancer,HMDB0028929
Periodontal Probing Depth,HMDB0028929
Colorectal cancer,HMDB0028932
Colorectal cancer,HMDB0028935
Colorectal cancer,HMDB0028938
Colorectal cancer,HMDB0028939
Colorectal cancer,HMDB0028940
Colorectal cancer,HMDB0028941
Obesity,HMDB0028942
Colorectal cancer,HMDB0028942
Colorectal cancer,HMDB0028922
Colorectal cancer,HMDB0028933
Colorectal cancer,HMDB0013243
Tuberculosis,HMDB0001929
Colorectal cancer,HMDB0001929
Colorectal cancer,HMDB0000640
Lung Cancer,HMDB0000640
Autosomal  dominant polycystic kidney disease,HMDB0000640
Eosinophilic esophagitis,HMDB0000640
Crohn's disease,HMDB0034220
Ulcerative colitis,HMDB0034220
Colorectal cancer,HMDB0034220
Colorectal cancer,HMDB0000720
Attachment loss,HMDB0000720
Missing teeth,HMDB0000720
Periodontal Probing Depth,HMDB0000720
Eosinophilic esophagitis,HMDB0000720
Colorectal cancer,HMDB0014426
Lung Cancer,HMDB0006270
Colorectal cancer,HMDB0062656
Gestational diabetes,HMDB0000673
Cirrhosis,HMDB0000673
Hypertension,HMDB0000673
Essential hypertension,HMDB0000673
Perillyl alcohol administration for cancer treatment,HMDB0000673
Lung Cancer,HMDB0000673
Schizophrenia,HMDB0000673
Isovaleric acidemia,HMDB0000673
Colorectal cancer,HMDB0000673
Bladder infections,HMDB0000673
Ulcerative colitis,HMDB0000673
Thyroid cancer,HMDB0000673
Cystic fibrosis,HMDB0000761
Biliary atresia,HMDB0000761
Colorectal cancer,HMDB0000761
Primary biliary cirrhosis,HMDB0000761
Colorectal cancer,HMDB0000722
Colorectal cancer,HMDB0005800
Endometrial cancer,HMDB0003000
Obesity,HMDB0003000
Diabetes mellitus type 1,HMDB0003000
Colorectal cancer,HMDB0240262
Colorectal cancer,HMDB0061701
Ovarian cancer,HMDB0010379
Schizophrenia,HMDB0010382
Pregnancy,HMDB0010382
Sepsis,HMDB0010382
Cirrhosis,HMDB0010382
Hepatocellular carcinoma,HMDB0010382
Colorectal cancer,HMDB0010382
Eosinophilic esophagitis,HMDB0010382
Schizophrenia,HMDB0010384
Pregnancy,HMDB0010384
Cirrhosis,HMDB0010384
Hepatocellular carcinoma,HMDB0010384
Colorectal cancer,HMDB0010384
Eosinophilic esophagitis,HMDB0010384
Obesity,HMDB0010384
Pregnancy,HMDB0002815
Obesity,HMDB0002815
Sepsis,HMDB0002815
Cirrhosis,HMDB0002815
Colorectal cancer,HMDB0002815
Iron deficiency,HMDB0011503
Ulcerative colitis,HMDB0011503
Colorectal cancer,HMDB0011503
Colorectal cancer,HMDB0011130
Colorectal cancer,HMDB0011506
Colorectal cancer,HMDB0011507
Ovarian cancer,HMDB0011526
Kidney cancer,HMDB0011152
Colorectal cancer,HMDB0011152
Colorectal cancer,HMDB0240261
Colorectal cancer,HMDB0028954
Colorectal cancer,HMDB0028955
Colorectal cancer,HMDB0028958
Colorectal cancer,HMDB0028959
Colorectal cancer,HMDB0028963
Colorectal cancer,HMDB0028964
Colorectal cancer,HMDB0011530
Colorectal cancer,HMDB0011531
Colorectal cancer,HMDB0011532
Metastatic melanoma,HMDB0011533
Colorectal cancer,HMDB0011533
Colorectal cancer,HMDB0011534
Colorectal cancer,HMDB0011535
Colorectal cancer,HMDB0011536
Colorectal cancer,HMDB0011537
Colorectal cancer,HMDB0011538
Colorectal cancer,HMDB0011539
Colorectal cancer,HMDB0011540
Colorectal cancer,HMDB0011541
Colorectal cancer,HMDB0011542
Colorectal cancer,HMDB0011543
Colorectal cancer,HMDB0011544
Colorectal cancer,HMDB0011546
Colorectal cancer,HMDB0011547
Epilepsy,HMDB0004666
Colorectal cancer,HMDB0004666
Colorectal cancer,HMDB0011549
Colorectal cancer,HMDB0011550
Colorectal cancer,HMDB0011551
Colorectal cancer,HMDB0011552
Colorectal cancer,HMDB0011553
Colorectal cancer,HMDB0011554
Colorectal cancer,HMDB0011555
Colorectal cancer,HMDB0011556
Colorectal cancer,HMDB0011557
Colorectal cancer,HMDB0011558
Colorectal cancer,HMDB0011559
Colorectal cancer,HMDB0011561
Colorectal cancer,HMDB0011562
Colorectal cancer,HMDB0011563
Colorectal cancer,HMDB0011564
Colorectal cancer,HMDB0011565
Colorectal cancer,HMDB0011131
Colorectal cancer,HMDB0011566
Colorectal cancer,HMDB0011567
Colorectal cancer,HMDB0011568
Colorectal cancer,HMDB0011569
Colorectal cancer,HMDB0011570
Colorectal cancer,HMDB0011571
Colorectal cancer,HMDB0011572
Colorectal cancer,HMDB0011573
Colorectal cancer,HMDB0011574
Colorectal cancer,HMDB0011576
Colorectal cancer,HMDB0011577
Colorectal cancer,HMDB0011578
Colorectal cancer,HMDB0011579
Colorectal cancer,HMDB0011580
Colorectal cancer,HMDB0011581
Colorectal cancer,HMDB0011582
Colorectal cancer,HMDB0011583
Colorectal cancer,HMDB0011584
Colorectal cancer,HMDB0011585
Colorectal cancer,HMDB0011586
Colorectal cancer,HMDB0011587
Colorectal cancer,HMDB0011588
Colorectal cancer,HMDB0011589
Colorectal cancer,HMDB0000744
Schizophrenia,HMDB0000744
Anoxia,HMDB0000744
Alzheimer's disease,HMDB0000744
Frontotemporal dementia,HMDB0000744
Lewy body disease,HMDB0000744
Temporomandibular joint disorder,HMDB0000744
Attachment loss,HMDB0000744
Missing teeth,HMDB0000744
Periodontal Probing Depth,HMDB0000744
Cystic fibrosis,HMDB0000744
Eosinophilic esophagitis,HMDB0000744
2-Ketoglutarate dehydrogenase complex deficiency,HMDB0000744
"Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, and Seizures Syndrome",HMDB0000744
Colorectal cancer,HMDB0000156
Schizophrenia,HMDB0000156
Anoxia,HMDB0000156
Alzheimer's disease,HMDB0000156
Frontotemporal dementia,HMDB0000156
Lewy body disease,HMDB0000156
Temporomandibular joint disorder,HMDB0000156
Attachment loss,HMDB0000156
Missing teeth,HMDB0000156
Periodontal Probing Depth,HMDB0000156
Cystic fibrosis,HMDB0000156
Eosinophilic esophagitis,HMDB0000156
2-Ketoglutarate dehydrogenase complex deficiency,HMDB0000156
"Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, and Seizures Syndrome",HMDB0000156
Early preeclampsia,HMDB0000691
Pregnancy,HMDB0000691
Malonyl-Coa decarboxylase deficiency,HMDB0000691
Colorectal cancer,HMDB0000691
Eosinophilic esophagitis,HMDB0000691
Combined malonic and methylmalonic aciduria,HMDB0000691
Colorectal cancer,HMDB0030776
Colorectal cancer,HMDB0000703
Phenylketonuria,HMDB0000703
Eosinophilic esophagitis,HMDB0000703
Cytochrome C oxidase deficiency,HMDB0000765
Ribose-5-phosphate isomerase deficiency,HMDB0000765
Uremia,HMDB0000765
AIDS,HMDB0000765
Alzheimer's disease,HMDB0000765
Colorectal cancer,HMDB0000765
Lung Cancer,HMDB0000765
Eosinophilic esophagitis,HMDB0000765
Colorectal cancer,HMDB0001078
Prostate cancer,HMDB0011730
Sepsis,HMDB0002005
Colorectal cancer,HMDB0002005
Eosinophilic esophagitis,HMDB0002005
Colorectal cancer,HMDB0028966
Colorectal cancer,HMDB0028980
Colorectal cancer,HMDB0028983
Colorectal cancer,HMDB0028986
Prostate cancer,HMDB0011754
Colorectal cancer,HMDB0000752
3-Hydroxy-3-methylglutaryl-CoA lyase deficiency,HMDB0000752
3-Methylglutaconic aciduria type I,HMDB0000752
3-Methylglutaconic Aciduria type V,HMDB0000752
Chronic renal failure,HMDB0001522
Uremia,HMDB0001522
Pancreatic cancer,HMDB0001522
Eosinophilic esophagitis,HMDB0001522
Perillyl alcohol administration for cancer treatment,HMDB0002820
Pancreatic cancer,HMDB0002820
Periodontal disease,HMDB0002820
Mastocytosis,HMDB0002820
Colorectal cancer,HMDB0032572
Cystic fibrosis,HMDB0032572
Colorectal cancer,HMDB0061711
Irritable bowel syndrome,HMDB0001844
Ulcerative colitis,HMDB0001844
Colorectal cancer,HMDB0001844
Refsum's disease,HMDB0001844
Eosinophilic esophagitis,HMDB0001844
Ethylmalonic encephalopathy,HMDB0001844
Isovaleric acidemia,HMDB0001844
Short Chain Acyl-Coa Dehydrogenase Deficiency,HMDB0001844
Medium Chain Acyl-CoA Dehydrogenase Deficiency,HMDB0001844
Colorectal cancer,HMDB0001932
Colorectal cancer,HMDB0094684
Schizophrenia,HMDB0000806
Colorectal cancer,HMDB0000806
Colorectal cancer,HMDB0002000
Colorectal cancer,HMDB0000215
Diverticular disease,HMDB0000215
Colorectal cancer,HMDB0000766
Prostate cancer,HMDB0000766
Canavan disease,HMDB0000812
Schizophrenia,HMDB0000812
Obesity,HMDB0000812
Colorectal cancer,HMDB0000812
Eosinophilic esophagitis,HMDB0000812
Colorectal cancer,HMDB0001138
Prostate cancer,HMDB0001138
Eosinophilic esophagitis,HMDB0001138
Colorectal cancer,HMDB0011745
Colorectal cancer,HMDB0000512
Preterm birth,HMDB0000866
Colorectal cancer,HMDB0000866
Aromatic L-amino acid decarboxylase deficiency,HMDB0000866
Tyrosinemia I,HMDB0000866
Autosomal  dominant polycystic kidney disease,HMDB0000866
Colorectal cancer,HMDB0000853
Prostate cancer,HMDB0001104
Canavan disease,HMDB0001067
Pelizaeus Merzbacher Disease,HMDB0001067
Colorectal cancer,HMDB0001067
Schizophrenia,HMDB0001067
Colorectal cancer,HMDB0002284
Leukemia,HMDB0002284
Colorectal cancer,HMDB0000212
Colorectal cancer,HMDB0006029
Autosomal  dominant polycystic kidney disease,HMDB0006029
Eosinophilic esophagitis,HMDB0006029
Colorectal cancer,HMDB0032055
Colorectal cancer,HMDB0061684
Colorectal cancer,HMDB0011756
Colorectal cancer,HMDB0001129
Colorectal cancer,HMDB0060493
Irritable bowel syndrome,HMDB0000230
Ulcerative colitis,HMDB0000230
Colorectal cancer,HMDB0000230
Salla disease,HMDB0000230
"Sialidosis, normosomatic type",HMDB0000230
Colorectal cancer,HMDB0094701
Metastatic melanoma,HMDB0094701
Colorectal cancer,HMDB0002064
Leukemia,HMDB0002064
Colorectal cancer,HMDB0062557
Colorectal cancer,HMDB0013713
Colorectal cancer,HMDB0011757
Colorectal cancer,HMDB0000808
Propionic acidemia,HMDB0000808
Ethylmalonic encephalopathy,HMDB0000808
Short Chain Acyl-Coa Dehydrogenase Deficiency,HMDB0000808
Colorectal cancer,HMDB0001015
Prostate cancer,HMDB0001015
Colorectal cancer,HMDB0094696
Colorectal cancer,HMDB0003646
Eosinophilic esophagitis,HMDB0003646
Colorectal cancer,HMDB0002372
Eosinophilic esophagitis,HMDB0002372
Colorectal cancer,HMDB0094698
Colorectal cancer,HMDB0094704
Uremia,HMDB0004620
Hyperargininemia,HMDB0004620
Colorectal cancer,HMDB0004620
Colorectal cancer,HMDB0000446
Uremia,HMDB0062583
Crohn's disease,HMDB0062583
Ulcerative colitis,HMDB0062583
Paraquat poisoning,HMDB0062583
Lung Cancer,HMDB0062583
Diabetes mellitus type 1,HMDB0062583
Argininosuccinic aciduria,HMDB0062583
Propionic acidemia,HMDB0062583
Tyrosinemia I,HMDB0062583
Phenylketonuria,HMDB0062583
Maple syrup urine disease,HMDB0062583
Eosinophilic esophagitis,HMDB0062583
Colorectal cancer,HMDB0062583
Schizophrenia,HMDB0062583
Obesity,HMDB0062583
Colorectal cancer,HMDB0062660
Colorectal cancer,HMDB0029224
Perillyl alcohol administration for cancer treatment,HMDB0001276
Thyroid cancer,HMDB0001276
Leukemia,HMDB0001276
Uremia,HMDB0004193
Colorectal cancer,HMDB0004193
Pellagra,HMDB0004193
Colorectal cancer,HMDB0001325
Colorectal cancer,HMDB0000206
Attachment loss,HMDB0000206
Periodontal Probing Depth,HMDB0000206
Supragingival Plaque,HMDB0000206
Eosinophilic esophagitis,HMDB0000206
Colorectal cancer,HMDB0041623
Perillyl alcohol administration for cancer treatment,HMDB0002189
Thyroid cancer,HMDB0002189
Leukemia,HMDB0002189
Colorectal cancer,HMDB0001923
Colorectal cancer,HMDB0002670
Isovaleric acidemia,HMDB0002368
Colorectal cancer,HMDB0002368
Uremia,HMDB0001406
Crohn's disease,HMDB0001406
Ulcerative colitis,HMDB0001406
Diverticular disease,HMDB0001406
Colorectal cancer,HMDB0001406
Alcoholism,HMDB0001488
Colorectal cancer,HMDB0001488
Crohn's disease,HMDB0001488
Ulcerative colitis,HMDB0001488
Attachment loss,HMDB0001488
Missing teeth,HMDB0001488
Periodontal Probing Depth,HMDB0001488
Colorectal cancer,HMDB0006809
Colorectal cancer,HMDB0000772
Prostate cancer,HMDB0011717
Colorectal cancer,HMDB0013716
Cirrhosis,HMDB0000467
Hepatocellular carcinoma,HMDB0000467
Colorectal cancer,HMDB0000467
Traumatic brain injury,HMDB0000224
Crohn's disease,HMDB0000224
Ulcerative colitis,HMDB0000224
Colorectal cancer,HMDB0000224
Attachment loss,HMDB0000224
Periodontal Probing Depth,HMDB0000224
Eosinophilic esophagitis,HMDB0000224
Odontohypophosphatasia,HMDB0000224
Colorectal cancer,HMDB0034146
Colorectal cancer,HMDB0000782
Colorectal cancer,HMDB0002350
Colorectal cancer,HMDB0094680
Celiac disease,HMDB0000791
Very Long Chain Acyl-CoA Dehydrogenase Deficiency,HMDB0000791
Pregnancy,HMDB0000791
Glutaric aciduria II,HMDB0000791
Ulcerative colitis,HMDB0000791
Crohn's disease,HMDB0000791
Colorectal cancer,HMDB0000791
Medium Chain Acyl-CoA Dehydrogenase Deficiency,HMDB0000791
Obesity,HMDB0000791
Colorectal cancer,HMDB0002117
Colorectal cancer,HMDB0002364
Gestational diabetes,HMDB0000207
Lung Cancer,HMDB0000207
Schizophrenia,HMDB0000207
Isovaleric acidemia,HMDB0000207
Colorectal cancer,HMDB0000207
Colorectal cancer,HMDB0013631
Obesity,HMDB0005065
Colorectal cancer,HMDB0005065
Colorectal cancer,HMDB0002088
Alzheimer's disease,HMDB0000214
Uremia,HMDB0000214
Ornithine transcarbamylase deficiency,HMDB0000214
Colorectal cancer,HMDB0000214
Schizophrenia,HMDB0000214
Early preeclampsia,HMDB0000214
Pregnancy,HMDB0000214
Late-onset preeclampsia,HMDB0000214
Lysinuric protein intolerance,HMDB0000214
Fumarase deficiency,HMDB0000214
N-acetylglutamate synthetase deficiency,HMDB0000214
Obesity,HMDB0000214
Pearson Syndrome,HMDB0000214
Hyperornithinemia with Gyrate Atrophy,HMDB0000214
"Cutis laxa, autosomal recessive, type IIIA",HMDB0000214
"Myopathy, lactic acidosis, and sideroblastic anemia 1",HMDB0000214
Leukemia,HMDB0000214
Autism,HMDB0000214
Crohn's disease,HMDB0000214
Ulcerative colitis,HMDB0000214
Perillyl alcohol administration for cancer treatment,HMDB0000214
Pancreatic cancer,HMDB0000214
Periodontal disease,HMDB0000214
Frontotemporal dementia,HMDB0000214
Lewy body disease,HMDB0000214
Cystinuria,HMDB0000214
