Condition,ID,Metabolite
peripheral arterial disease,HMDB0004362,4-Hydroxynonenal
peripheral neuropathy,HMDB0000574,L-Cysteine
peripheral neuropathy,HMDB0000742,Homocysteine
peritoneal dialysis,HMDB0000163,D-Maltose
permanent intestinal failure,HMDB0000517,L-Arginine
permanent intestinal failure,HMDB0000904,Citrulline
peroxisomal biogenesis defect,HMDB0000070,Pipecolic acid
peroxisomal biogenesis disorder,HMDB0000070,Pipecolic acid
peroxisomal biogenesis disorder,HMDB0000801,Phytanic acid
peroxisomal biogenesis disorder,HMDB0002183,Docosahexaenoic acid
"peroxisomal disorders, new type, liver",HMDB0000070,Pipecolic acid
"peroxisomal disorders, new type, liver",HMDB0000801,Phytanic acid
pervasive developmental disorder not otherwise specified,HMDB0000039,Butyric acid
pervasive developmental disorder not otherwise specified,HMDB0000042,Acetic acid
pervasive developmental disorder not otherwise specified,HMDB0000108,Ethanol
pervasive developmental disorder not otherwise specified,HMDB0000228,Phenol
pervasive developmental disorder not otherwise specified,HMDB0000237,Propionic acid
pervasive developmental disorder not otherwise specified,HMDB0000466,3-Methylindole
pervasive developmental disorder not otherwise specified,HMDB0000535,Caproic acid
pervasive developmental disorder not otherwise specified,HMDB0000666,Heptanoic acid
pervasive developmental disorder not otherwise specified,HMDB0000718,Isovaleric acid
pervasive developmental disorder not otherwise specified,HMDB0000892,Valeric acid
pervasive developmental disorder not otherwise specified,HMDB0001858,p-Cresol
pervasive developmental disorder not otherwise specified,HMDB0061883,Caproate (6:0)
phenylketonuria,HMDB0000020,p-Hydroxyphenylacetic acid
phenylketonuria,HMDB0000042,Acetic acid
phenylketonuria,HMDB0000043,Betaine
phenylketonuria,HMDB0000094,Citric acid
phenylketonuria,HMDB0000123,Glycine
phenylketonuria,HMDB0000159,L-Phenylalanine
phenylketonuria,HMDB0000177,L-Histidine
phenylketonuria,HMDB0000209,Phenylacetic acid
phenylketonuria,HMDB0000291,Vanillylmandelic acid
phenylketonuria,HMDB0000440,3-Hydroxyphenylacetic acid
phenylketonuria,HMDB0000562,Creatinine
phenylketonuria,HMDB0000594,gamma-Glutamylphenylalanine
phenylketonuria,HMDB0000687,L-Leucine
phenylketonuria,HMDB0000703,Mandelic acid
phenylketonuria,HMDB0000707,4-Hydroxyphenylpyruvic acid
phenylketonuria,HMDB0000714,Hippuric acid
phenylketonuria,HMDB0000748,L-3-Phenyllactic acid
phenylketonuria,HMDB0000755,Hydroxyphenyllactic acid
phenylketonuria,HMDB0000779,Phenyllactic acid
phenylketonuria,HMDB0000883,L-Valine
phenylketonuria,HMDB0062583,N-benzoylglycinate
"phosphoenolpyruvate carboxykinase deficiency 1, cytosolic",HMDB0000122,D-Glucose
"phosphoenolpyruvate carboxykinase deficiency 1, cytosolic",HMDB0000190,L-Lactic acid
"phosphoenolpyruvate carboxykinase deficiency 1, cytosolic",HMDB0000226,Orotic acid
"phosphoenolpyruvate carboxykinase deficiency 1, cytosolic",HMDB0000517,L-Arginine
"phosphoenolpyruvate carboxykinase deficiency 1, cytosolic",HMDB0000641,L-Glutamine
"phosphoenolpyruvate carboxykinase deficiency 1, cytosolic",HMDB0000904,Citrulline
"phosphoenolpyruvate carboxykinase deficiency 1, cytosolic",HMDB0003345,alpha-D-Glucose
phosphoribosylpyrophosphate synthetase superactivity,HMDB0000157,Hypoxanthine
phosphoribosylpyrophosphate synthetase superactivity,HMDB0000289,Uric acid
phosphoribosylpyrophosphate synthetase superactivity,HMDB0000292,Xanthine
phosphoribosylpyrophosphate synthetase superactivity,HMDB0000562,Creatinine
phosphoserine aminotransferase deficiency,HMDB0000123,Glycine
phosphoserine aminotransferase deficiency,HMDB0000187,L-Serine
phosphoserine phosphatase deficiency,HMDB0000123,Glycine
phosphoserine phosphatase deficiency,HMDB0000187,L-Serine
phytosterolemia,HMDB0000494,Stigmastanol
phytosterolemia,HMDB0000937,Stigmasterol
phytosterolemia,HMDB0002869,Campesterol
polycystic ovary syndrome (pcos),HMDB0000053,Androstenedione
polycystic ovary syndrome (pcos),HMDB0001032,Dehydroepiandrosterone sulfate
polyneuropathy,HMDB0000030,Biotin
portal vein obstruction,HMDB0000138,Glycocholic acid
pregnancy,HMDB0000008,2-Hydroxybutyric acid
pregnancy,HMDB0000011,3-Hydroxybutyric acid
pregnancy,HMDB0000042,Acetic acid
pregnancy,HMDB0000043,Betaine
pregnancy,HMDB0000060,Acetoacetic acid
pregnancy,HMDB0000062,L-Carnitine
pregnancy,HMDB0000064,Creatine
pregnancy,HMDB0000087,Dimethylamine
pregnancy,HMDB0000094,Citric acid
pregnancy,HMDB0000097,Choline
pregnancy,HMDB0000108,Ethanol
pregnancy,HMDB0000122,D-Glucose
pregnancy,HMDB0000123,Glycine
pregnancy,HMDB0000131,Glycerol
pregnancy,HMDB0000142,Formic acid
pregnancy,HMDB0000158,L-Tyrosine
pregnancy,HMDB0000159,L-Phenylalanine
pregnancy,HMDB0000161,L-Alanine
pregnancy,HMDB0000162,L-Proline
pregnancy,HMDB0000167,L-Threonine
pregnancy,HMDB0000168,L-Asparagine
pregnancy,HMDB0000172,L-Isoleucine
pregnancy,HMDB0000182,L-Lysine
pregnancy,HMDB0000187,L-Serine
pregnancy,HMDB0000190,L-Lactic acid
pregnancy,HMDB0000197,Indoleacetic acid
pregnancy,HMDB0000214,Ornithine
pregnancy,HMDB0000243,Pyruvic acid
pregnancy,HMDB0000254,Succinic acid
pregnancy,HMDB0000269,Sphinganine
pregnancy,HMDB0000303,Tryptamine
pregnancy,HMDB0000305,Vitamin A
pregnancy,HMDB0000407,2-Hydroxy-3-methylbutyric acid
pregnancy,HMDB0000479,3-Methylhistidine
pregnancy,HMDB0000517,L-Arginine
pregnancy,HMDB0000562,Creatinine
pregnancy,HMDB0000641,L-Glutamine
pregnancy,HMDB0000651,Decanoylcarnitine
pregnancy,HMDB0000687,L-Leucine
pregnancy,HMDB0000691,Malonic acid
pregnancy,HMDB0000696,L-Methionine
pregnancy,HMDB0000754,3-Hydroxyisovaleric acid
pregnancy,HMDB0000791,Octanoylcarnitine
pregnancy,HMDB0000848,Stearoylcarnitine
pregnancy,HMDB0000883,L-Valine
pregnancy,HMDB0000906,Trimethylamine
pregnancy,HMDB0001659,Acetone
pregnancy,HMDB0001873,Isobutyric acid
pregnancy,HMDB0001881,Propylene glycol
pregnancy,HMDB0002815,LysoPC(18:1(9Z)/0:0)
pregnancy,HMDB0003339,D-Glutamic acid
pregnancy,HMDB0003345,alpha-D-Glucose
pregnancy,HMDB0010382,LysoPC(16:0/0:0)
pregnancy,HMDB0010384,LysoPC(18:0/0:0)
pregnancy,HMDB0013713,N-Acetyltryptophan
pregnancy with fetus having congenital heart defect,HMDB0000008,2-Hydroxybutyric acid
pregnancy with fetus having congenital heart defect,HMDB0000011,3-Hydroxybutyric acid
pregnancy with fetus having congenital heart defect,HMDB0000042,Acetic acid
pregnancy with fetus having congenital heart defect,HMDB0000043,Betaine
pregnancy with fetus having congenital heart defect,HMDB0000060,Acetoacetic acid
pregnancy with fetus having congenital heart defect,HMDB0000062,L-Carnitine
pregnancy with fetus having congenital heart defect,HMDB0000064,Creatine
pregnancy with fetus having congenital heart defect,HMDB0000094,Citric acid
pregnancy with fetus having congenital heart defect,HMDB0000097,Choline
pregnancy with fetus having congenital heart defect,HMDB0000108,Ethanol
pregnancy with fetus having congenital heart defect,HMDB0000122,D-Glucose
pregnancy with fetus having congenital heart defect,HMDB0000123,Glycine
pregnancy with fetus having congenital heart defect,HMDB0000131,Glycerol
pregnancy with fetus having congenital heart defect,HMDB0000158,L-Tyrosine
pregnancy with fetus having congenital heart defect,HMDB0000159,L-Phenylalanine
pregnancy with fetus having congenital heart defect,HMDB0000161,L-Alanine
pregnancy with fetus having congenital heart defect,HMDB0000162,L-Proline
pregnancy with fetus having congenital heart defect,HMDB0000167,L-Threonine
pregnancy with fetus having congenital heart defect,HMDB0000172,L-Isoleucine
pregnancy with fetus having congenital heart defect,HMDB0000182,L-Lysine
pregnancy with fetus having congenital heart defect,HMDB0000187,L-Serine
pregnancy with fetus having congenital heart defect,HMDB0000190,L-Lactic acid
pregnancy with fetus having congenital heart defect,HMDB0000201,L-Acetylcarnitine
pregnancy with fetus having congenital heart defect,HMDB0000214,Ornithine
pregnancy with fetus having congenital heart defect,HMDB0000222,Palmitoylcarnitine
pregnancy with fetus having congenital heart defect,HMDB0000243,Pyruvic acid
pregnancy with fetus having congenital heart defect,HMDB0000254,Succinic acid
pregnancy with fetus having congenital heart defect,HMDB0000562,Creatinine
pregnancy with fetus having congenital heart defect,HMDB0000641,L-Glutamine
pregnancy with fetus having congenital heart defect,HMDB0000651,Decanoylcarnitine
pregnancy with fetus having congenital heart defect,HMDB0000687,L-Leucine
pregnancy with fetus having congenital heart defect,HMDB0000691,Malonic acid
pregnancy with fetus having congenital heart defect,HMDB0000696,L-Methionine
pregnancy with fetus having congenital heart defect,HMDB0000791,Octanoylcarnitine
pregnancy with fetus having congenital heart defect,HMDB0000848,Stearoylcarnitine
pregnancy with fetus having congenital heart defect,HMDB0001659,Acetone
pregnancy with fetus having congenital heart defect,HMDB0001873,Isobutyric acid
pregnancy with fetus having congenital heart defect,HMDB0001881,Propylene glycol
pregnancy with fetus having congenital heart defect,HMDB0002815,LysoPC(18:1(9Z)/0:0)
pregnancy with fetus having congenital heart defect,HMDB0003339,D-Glutamic acid
pregnancy with fetus having congenital heart defect,HMDB0003345,alpha-D-Glucose
pregnancy with fetus having congenital heart defect,HMDB0010382,LysoPC(16:0/0:0)
pregnancy with fetus having congenital heart defect,HMDB0010384,LysoPC(18:0/0:0)
pregnancy with fetuses with trisomy 18,HMDB0000008,2-Hydroxybutyric acid
pregnancy with fetuses with trisomy 18,HMDB0000011,3-Hydroxybutyric acid
pregnancy with fetuses with trisomy 18,HMDB0000042,Acetic acid
pregnancy with fetuses with trisomy 18,HMDB0000043,Betaine
pregnancy with fetuses with trisomy 18,HMDB0000060,Acetoacetic acid
pregnancy with fetuses with trisomy 18,HMDB0000062,L-Carnitine
pregnancy with fetuses with trisomy 18,HMDB0000064,Creatine
pregnancy with fetuses with trisomy 18,HMDB0000094,Citric acid
pregnancy with fetuses with trisomy 18,HMDB0000097,Choline
pregnancy with fetuses with trisomy 18,HMDB0000108,Ethanol
pregnancy with fetuses with trisomy 18,HMDB0000122,D-Glucose
pregnancy with fetuses with trisomy 18,HMDB0000123,Glycine
pregnancy with fetuses with trisomy 18,HMDB0000131,Glycerol
pregnancy with fetuses with trisomy 18,HMDB0000142,Formic acid
pregnancy with fetuses with trisomy 18,HMDB0000158,L-Tyrosine
pregnancy with fetuses with trisomy 18,HMDB0000159,L-Phenylalanine
pregnancy with fetuses with trisomy 18,HMDB0000161,L-Alanine
pregnancy with fetuses with trisomy 18,HMDB0000162,L-Proline
pregnancy with fetuses with trisomy 18,HMDB0000167,L-Threonine
pregnancy with fetuses with trisomy 18,HMDB0000168,L-Asparagine
pregnancy with fetuses with trisomy 18,HMDB0000172,L-Isoleucine
pregnancy with fetuses with trisomy 18,HMDB0000187,L-Serine
pregnancy with fetuses with trisomy 18,HMDB0000190,L-Lactic acid
pregnancy with fetuses with trisomy 18,HMDB0000214,Ornithine
pregnancy with fetuses with trisomy 18,HMDB0000243,Pyruvic acid
pregnancy with fetuses with trisomy 18,HMDB0000254,Succinic acid
pregnancy with fetuses with trisomy 18,HMDB0000517,L-Arginine
pregnancy with fetuses with trisomy 18,HMDB0000562,Creatinine
pregnancy with fetuses with trisomy 18,HMDB0000641,L-Glutamine
pregnancy with fetuses with trisomy 18,HMDB0000687,L-Leucine
pregnancy with fetuses with trisomy 18,HMDB0000691,Malonic acid
pregnancy with fetuses with trisomy 18,HMDB0000696,L-Methionine
pregnancy with fetuses with trisomy 18,HMDB0000754,3-Hydroxyisovaleric acid
pregnancy with fetuses with trisomy 18,HMDB0000883,L-Valine
pregnancy with fetuses with trisomy 18,HMDB0001659,Acetone
pregnancy with fetuses with trisomy 18,HMDB0001873,Isobutyric acid
pregnancy with fetuses with trisomy 18,HMDB0001881,Propylene glycol
pregnancy with fetuses with trisomy 18,HMDB0003345,alpha-D-Glucose
pregnant with a normal  foetus,HMDB0005972,Tetrahydrodeoxycortisol
pregnant with an anencephalic foetus,HMDB0005972,Tetrahydrodeoxycortisol
premature,HMDB0003339,D-Glutamic acid
premature neonates,HMDB0000054,Bilirubin
premature neonates,HMDB0000122,D-Glucose
premature neonates,HMDB0000207,Oleic acid
premature neonates,HMDB0000220,Palmitic acid
premature neonates,HMDB0000573,Elaidic acid
premature neonates,HMDB0000626,Deoxycholic acid
premature neonates,HMDB0000673,Linoleic acid
premature neonates,HMDB0000772,Nonadecanoic acid
premature neonates,HMDB0000826,Pentadecanoic acid
premature neonates,HMDB0001043,Arachidonic acid
premature neonates,HMDB0001976,Docosapentaenoic acid (22n-6)
premature neonates,HMDB0002003,Tetracosanoic acid
premature neonates,HMDB0002183,Docosahexaenoic acid
premature neonates,HMDB0002259,Heptadecanoic acid
premature neonates,HMDB0002368,Nervonic acid
premature neonates,HMDB0002815,LysoPC(18:1(9Z)/0:0)
premature neonates,HMDB0002925,Dihomo-gamma-linolenic acid
premature neonates,HMDB0003231,Vaccenic acid
premature neonates,HMDB0003345,alpha-D-Glucose
premature neonates,HMDB0006528,Docosapentaenoic acid (22n-3)
premature neonates,HMDB0009901,"PI(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))"
premature neonates,HMDB0010169,SM(d18:1/16:0)
premature neonates,HMDB0010378,"5,8,11-Eicosatrienoic acid"
premature neonates,HMDB0010382,LysoPC(16:0/0:0)
premature neonates,HMDB0010384,LysoPC(18:0/0:0)
premature neonates,HMDB0011503,LysoPE(16:0/0:0)
premature neonates,HMDB0011506,LysoPE(18:1(9Z)/0:0)
premature neonates,HMDB0061712,Palmitoyl sphingomyelin
preterm birth,HMDB0000866,N-Acetyl-L-tyrosine
preterm infants,HMDB0000020,p-Hydroxyphenylacetic acid
primary biliary cirrhosis,HMDB0000619,Cholic acid
primary biliary cirrhosis,HMDB0000626,Deoxycholic acid
primary familial xanthomatosis with involvement and calcification of the adrenals,HMDB0000067,Cholesterol
primary familial xanthomatosis with involvement and calcification of the adrenals,HMDB0000294,Urea
primary hyperoxaluria i,HMDB0000115,Glycolic acid
"primary hyperoxaluria ii, ph2",HMDB0000139,Glyceric acid
primary hypomagnesemia,HMDB0000054,Bilirubin
primary hypomagnesemia,HMDB0000067,Cholesterol
primary hypomagnesemia,HMDB0000094,Citric acid
primary hypomagnesemia,HMDB0000122,D-Glucose
primary hypomagnesemia,HMDB0000289,Uric acid
primary hypomagnesemia,HMDB0000294,Urea
primary hypomagnesemia,HMDB0000562,Creatinine
primary hypomagnesemia,HMDB0003345,alpha-D-Glucose
progressive dementia,HMDB0000177,L-Histidine
progressive supranuclear palsy,HMDB0000742,Homocysteine
prolidase deficiency,HMDB0000721,Glycylproline
propionic acidemia,HMDB0000042,Acetic acid
propionic acidemia,HMDB0000043,Betaine
propionic acidemia,HMDB0000062,L-Carnitine
propionic acidemia,HMDB0000094,Citric acid
propionic acidemia,HMDB0000123,Glycine
propionic acidemia,HMDB0000149,Ethanolamine
propionic acidemia,HMDB0000177,L-Histidine
propionic acidemia,HMDB0000182,L-Lysine
propionic acidemia,HMDB0000190,L-Lactic acid
propionic acidemia,HMDB0000237,Propionic acid
propionic acidemia,HMDB0000251,Taurine
propionic acidemia,HMDB0000479,3-Methylhistidine
propionic acidemia,HMDB0000517,L-Arginine
propionic acidemia,HMDB0000562,Creatinine
propionic acidemia,HMDB0000641,L-Glutamine
propionic acidemia,HMDB0000678,Isovalerylglycine
propionic acidemia,HMDB0000700,Hydroxypropionic acid
propionic acidemia,HMDB0000701,Hexanoylglycine
propionic acidemia,HMDB0000714,Hippuric acid
propionic acidemia,HMDB0000808,N-Butyrylglycine
propionic acidemia,HMDB0000925,Trimethylamine N-oxide
propionic acidemia,HMDB0012141,"(R)-2,3-Dihydroxy-isovalerate"
propionic acidemia,HMDB0062583,N-benzoylglycinate
proprotein convertase 1/3 deficiency,HMDB0000122,D-Glucose
proprotein convertase 1/3 deficiency,HMDB0003345,alpha-D-Glucose
prostate cancer,HMDB0000067,Cholesterol
prostate cancer,HMDB0000150,Gluconolactone
prostate cancer,HMDB0000218,Orotidylic acid
prostate cancer,HMDB0000234,Testosterone
prostate cancer,HMDB0000271,Sarcosine
prostate cancer,HMDB0000495,Androstanediol
prostate cancer,HMDB0000764,Hydrocinnamic acid
prostate cancer,HMDB0000766,N-Acetyl-L-alanine
prostate cancer,HMDB0000828,Ureidosuccinic acid
prostate cancer,HMDB0001015,N-Formyl-L-methionine
prostate cancer,HMDB0001104,N-Acetyl-b-glucosaminylamine
prostate cancer,HMDB0001138,N-Acetyl-L-glutamic acid
prostate cancer,HMDB0001191,Deoxyuridine triphosphate
prostate cancer,HMDB0001266,L-Sorbose
prostate cancer,HMDB0001492,gamma-Tocopherol
prostate cancer,HMDB0001926,17a-Ethynylestradiol
prostate cancer,HMDB0002658,6-Hydroxynicotinic acid
prostate cancer,HMDB0002985,myo-Inositol 6-phosphate
prostate cancer,HMDB0003070,Shikimic acid
prostate cancer,HMDB0003072,Quinic acid
prostate cancer,HMDB0003431,L-Histidinol
prostate cancer,HMDB0003459,D-Alanyl-D-alanine
prostate cancer,HMDB0003466,L-Gulonolactone
prostate cancer,HMDB0003701,Dimethylbenzimidazole
prostate cancer,HMDB0003966,Selenomethionine
prostate cancer,HMDB0004041,L-Allothreonine
prostate cancer,HMDB0004246,Bradykinin
prostate cancer,HMDB0005831,Sorbitol-6-phosphate
prostate cancer,HMDB0011717,Nonate
prostate cancer,HMDB0011718,4-Hydroxybenzaldehyde
prostate cancer,HMDB0011720,UDP-N-acetylmuraminate
prostate cancer,HMDB0011729,1-Kestose
prostate cancer,HMDB0011730,Melezitose
prostate cancer,HMDB0011733,Glycyl-glycine
prostate cancer,HMDB0011739,Galactinol dihydrate
prostate cancer,HMDB0011740,Turanose
prostate cancer,HMDB0011742,Kojibiose
prostate cancer,HMDB0011754,Methyldopa
prosthesis/missing teeth,HMDB0000086,Glycerophosphocholine
prosthesis/missing teeth,HMDB0000209,Phenylacetic acid
prosthesis/missing teeth,HMDB0000491,3-Methyl-2-oxovaleric acid
prosthesis/missing teeth,HMDB0000764,Hydrocinnamic acid
pseudo zellweger->d-bifunctional protein deficiency,HMDB0000070,Pipecolic acid
"pseudohypoaldosteronism, type i, autosomal dominant",HMDB0000562,Creatinine
pseudoneonatal adrenoleukodystrophy,HMDB0000070,Pipecolic acid
pseudoneonatal adrenoleukodystrophy,HMDB0000801,Phytanic acid
psychiatric disorder,HMDB0000879,Tetrahydrodeoxycorticosterone
purine nucleoside phosphorylase (pnp) deficiency,HMDB0000071,Deoxyinosine
purine nucleoside phosphorylase (pnp) deficiency,HMDB0000085,Deoxyguanosine
purine nucleoside phosphorylase (pnp) deficiency,HMDB0000133,Guanosine
purine nucleoside phosphorylase deficiency,HMDB0000195,Inosine
pyridoxamine 5-prime-phosphate oxidase deficiency,HMDB0000123,Glycine
pyridoxamine 5-prime-phosphate oxidase deficiency,HMDB0000167,L-Threonine
pyridoxamine 5-prime-phosphate oxidase deficiency,HMDB0000177,L-Histidine
pyridoxine dependency with seizures (pde),HMDB0000070,Pipecolic acid
pyroglutamic aciduria,HMDB0000267,Pyroglutamic acid
pyroglutamic aciduria,HMDB0000742,Homocysteine
pyroglutamic aciduria,HMDB0001429,Phosphate
pyruvate carboxylase deficiency,HMDB0000011,3-Hydroxybutyric acid
pyruvate carboxylase deficiency,HMDB0000161,L-Alanine
pyruvate carboxylase deficiency,HMDB0000162,L-Proline
pyruvate carboxylase deficiency,HMDB0000182,L-Lysine
pyruvate carboxylase deficiency,HMDB0000190,L-Lactic acid
pyruvate dehydrogenase deficiency,HMDB0000008,2-Hydroxybutyric acid
pyruvate dehydrogenase deficiency (e1),HMDB0000190,L-Lactic acid
pyruvate dehydrogenase deficiency (e1),HMDB0000243,Pyruvic acid
pyruvate dehydrogenase deficiency e1-alpha,HMDB0000190,L-Lactic acid
pyruvate dehydrogenase deficiency e1-alpha,HMDB0000243,Pyruvic acid
pyruvate dehydrogenase phosphatase deficiency,HMDB0000011,3-Hydroxybutyric acid
pyruvate dehydrogenase phosphatase deficiency,HMDB0000060,Acetoacetic acid
pyruvate dehydrogenase phosphatase deficiency,HMDB0000161,L-Alanine
pyruvate dehydrogenase phosphatase deficiency,HMDB0000190,L-Lactic acid
pyruvate dehydrogenase phosphatase deficiency,HMDB0000243,Pyruvic acid
recurrent clostridium difficile infection,HMDB0000036,Taurocholic acid
recurrent clostridium difficile infection,HMDB0000138,Glycocholic acid
recurrent clostridium difficile infection,HMDB0000619,Cholic acid
recurrent clostridium difficile infection,HMDB0000626,Deoxycholic acid
recurrent clostridium difficile infection,HMDB0000637,Chenodeoxycholic acid glycine conjugate
recurrent clostridium difficile infection,HMDB0000761,Lithocholic acid
recurrent clostridium difficile infection,HMDB0000951,Taurochenodesoxycholic acid
refractory localization-related epilepsy (rle),HMDB0000123,Glycine
refractory localization-related epilepsy (rle),HMDB0000182,L-Lysine
refractory localization-related epilepsy (rle),HMDB0000187,L-Serine
refractory localization-related epilepsy (rle),HMDB0000192,L-Cystine
"refsum disease, classic, adult-onset",HMDB0000070,Pipecolic acid
"refsum disease, classic, adult-onset",HMDB0000801,Phytanic acid
"refsum disease, classic, early-onset",HMDB0000801,Phytanic acid
"refsum disease, infantile",HMDB0000070,Pipecolic acid
"refsum disease, infantile",HMDB0000801,Phytanic acid
"refsum disease, juvenile",HMDB0000070,Pipecolic acid
"refsum disease, juvenile",HMDB0000801,Phytanic acid
refsum's disease,HMDB0000555,3-Methyladipic acid
refsum's disease,HMDB0000801,Phytanic acid
refsum's disease,HMDB0001844,Methylsuccinic acid
retarded depression,HMDB0000197,Indoleacetic acid
rett syndrome,HMDB0000148,L-Glutamic acid
rhabdomyolysis,HMDB0000064,Creatine
rhabdomyolysis,HMDB0000087,Dimethylamine
rhabdomyolysis,HMDB0000094,Citric acid
rhabdomyolysis,HMDB0000925,Trimethylamine N-oxide
rheumatoid arthritis,HMDB0000039,Butyric acid
rheumatoid arthritis,HMDB0000053,Androstenedione
rheumatoid arthritis,HMDB0000097,Choline
rheumatoid arthritis,HMDB0000122,D-Glucose
rheumatoid arthritis,HMDB0000134,Fumaric acid
rheumatoid arthritis,HMDB0000142,Formic acid
rheumatoid arthritis,HMDB0000157,Hypoxanthine
rheumatoid arthritis,HMDB0000159,L-Phenylalanine
rheumatoid arthritis,HMDB0000161,L-Alanine
rheumatoid arthritis,HMDB0000162,L-Proline
rheumatoid arthritis,HMDB0000167,L-Threonine
rheumatoid arthritis,HMDB0000237,Propionic acid
rheumatoid arthritis,HMDB0000251,Taurine
rheumatoid arthritis,HMDB0000687,L-Leucine
rheumatoid arthritis,HMDB0000695,Ketoleucine
rheumatoid arthritis,HMDB0000696,L-Methionine
rheumatoid arthritis,HMDB0000883,L-Valine
rheumatoid arthritis,HMDB0000904,Citrulline
rheumatoid arthritis,HMDB0000929,L-Tryptophan
rheumatoid arthritis,HMDB0001032,Dehydroepiandrosterone sulfate
rheumatoid arthritis,HMDB0002802,Cortisone
rheumatoid arthritis,HMDB0003345,alpha-D-Glucose
rhizomelic chondrodysplasia punctata,HMDB0000070,Pipecolic acid
rhizomelic chondrodysplasia punctata,HMDB0000801,Phytanic acid
rhizomelic chondrodysplasia punctata,HMDB0002183,Docosahexaenoic acid
ribose-5-phosphate isomerase deficiency,HMDB0000211,myo-Inositol
ribose-5-phosphate isomerase deficiency,HMDB0000283,D-Ribose
ribose-5-phosphate isomerase deficiency,HMDB0000508,Ribitol
ribose-5-phosphate isomerase deficiency,HMDB0000568,D-Arabitol
ribose-5-phosphate isomerase deficiency,HMDB0000646,L-Arabinose
ribose-5-phosphate isomerase deficiency,HMDB0000765,Mannitol
ribose-5-phosphate isomerase deficiency,HMDB0001644,D-Xylulose
ribose-5-phosphate isomerase deficiency,HMDB0001851,L-Arabitol
ribose-5-phosphate isomerase deficiency,HMDB0002917,D-Xylitol
ribose-5-phosphate isomerase deficiency,HMDB0002994,Erythritol
ribose-5-phosphate isomerase deficiency,HMDB0004136,D-Threitol
s-adenosylhomocysteine hydrolase deficiency,HMDB0000158,L-Tyrosine
s-adenosylhomocysteine hydrolase deficiency,HMDB0000696,L-Methionine
salla disease,HMDB0000230,N-Acetylneuraminic acid
sarcosinemia,HMDB0000123,Glycine
sarcosinemia,HMDB0000187,L-Serine
sarcosinemia,HMDB0000271,Sarcosine
sc4mol deficiency,HMDB0000067,Cholesterol
schizophrenia,HMDB0000008,2-Hydroxybutyric acid
schizophrenia,HMDB0000011,3-Hydroxybutyric acid
schizophrenia,HMDB0000020,p-Hydroxyphenylacetic acid
schizophrenia,HMDB0000043,Betaine
schizophrenia,HMDB0000053,Androstenedione
schizophrenia,HMDB0000060,Acetoacetic acid
schizophrenia,HMDB0000064,Creatine
schizophrenia,HMDB0000067,Cholesterol
schizophrenia,HMDB0000070,Pipecolic acid
schizophrenia,HMDB0000072,cis-Aconitic acid
schizophrenia,HMDB0000094,Citric acid
schizophrenia,HMDB0000115,Glycolic acid
schizophrenia,HMDB0000122,D-Glucose
schizophrenia,HMDB0000123,Glycine
schizophrenia,HMDB0000131,Glycerol
schizophrenia,HMDB0000139,Glyceric acid
schizophrenia,HMDB0000148,L-Glutamic acid
schizophrenia,HMDB0000156,Malic acid
schizophrenia,HMDB0000158,L-Tyrosine
schizophrenia,HMDB0000159,L-Phenylalanine
schizophrenia,HMDB0000161,L-Alanine
schizophrenia,HMDB0000167,L-Threonine
schizophrenia,HMDB0000168,L-Asparagine
schizophrenia,HMDB0000172,L-Isoleucine
schizophrenia,HMDB0000177,L-Histidine
schizophrenia,HMDB0000182,L-Lysine
schizophrenia,HMDB0000187,L-Serine
schizophrenia,HMDB0000190,L-Lactic acid
schizophrenia,HMDB0000191,L-Aspartic acid
schizophrenia,HMDB0000192,L-Cystine
schizophrenia,HMDB0000207,Oleic acid
schizophrenia,HMDB0000208,Oxoglutaric acid
schizophrenia,HMDB0000211,myo-Inositol
schizophrenia,HMDB0000214,Ornithine
schizophrenia,HMDB0000220,Palmitic acid
schizophrenia,HMDB0000234,Testosterone
schizophrenia,HMDB0000243,Pyruvic acid
schizophrenia,HMDB0000251,Taurine
schizophrenia,HMDB0000259,Serotonin
schizophrenia,HMDB0000267,Pyroglutamic acid
schizophrenia,HMDB0000289,Uric acid
schizophrenia,HMDB0000365,Epiandrosterone
schizophrenia,HMDB0000452,L-alpha-Aminobutyric acid
schizophrenia,HMDB0000462,Allantoin
schizophrenia,HMDB0000510,Aminoadipic acid
schizophrenia,HMDB0000517,L-Arginine
schizophrenia,HMDB0000562,Creatinine
schizophrenia,HMDB0000625,Gluconic acid
schizophrenia,HMDB0000641,L-Glutamine
schizophrenia,HMDB0000673,Linoleic acid
schizophrenia,HMDB0000687,L-Leucine
schizophrenia,HMDB0000696,L-Methionine
schizophrenia,HMDB0000714,Hippuric acid
schizophrenia,HMDB0000715,Kynurenic acid
schizophrenia,HMDB0000744,Malate
schizophrenia,HMDB0000806,Myristic acid
schizophrenia,HMDB0000812,N-Acetyl-L-aspartic acid
schizophrenia,HMDB0000826,Pentadecanoic acid
schizophrenia,HMDB0000827,Stearic acid
schizophrenia,HMDB0000847,Pelargonic acid
schizophrenia,HMDB0000883,L-Valine
schizophrenia,HMDB0000893,Suberic acid
schizophrenia,HMDB0000904,Citrulline
schizophrenia,HMDB0000925,Trimethylamine N-oxide
schizophrenia,HMDB0000929,L-Tryptophan
schizophrenia,HMDB0001032,Dehydroepiandrosterone sulfate
