Biospecimen,Status,Value,Age,Sex,Condition,Reference,Details,ID
Blood,Detected and Quantified,700-2600 uM,Infant (0-1 year old),Not Specified,Mitochondrial trifunctional protein deficiency,12838198,details,HMDB0003345
Blood,Detected and Quantified,1665.224-2775.374 uM,Infant (0-1 year old),Female,"Hypoglycemia, familial neonatal",13306783,details,HMDB0003345
Blood,Detected and Quantified,800-1600 uM,Newborn (0-30 days old),Both,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),14693719,details,HMDB0003345
Blood,Detected and Quantified,5114.0 +/- 483.0 uM,Adult (>18 years old),Both,Hyperlipidaemia,15272912,details,HMDB0003345
Blood,Detected and Quantified,2200 uM,Newborn (0-30 days old),Male,2-Methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency,16148061,details,HMDB0003345
Blood,Detected and Quantified,5500.0 +/- 160.0 uM,Adult (>18 years old),Both,Growth hormone deficiency,16384844,details,HMDB0003345
Blood,Detected and Quantified,333.0449 uM,Newborn (0-30 days old),Female,"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete",18182448,details,HMDB0003345
Blood,Detected and Quantified,555.0748 uM,Newborn (0-30 days old),Female,"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete",18182448,details,HMDB0003345
Blood,Detected and Quantified,5600-7600 uM,Adult (>18 years old),Both,"Maturity onset diabetes of the young, type 2",18322640,details,HMDB0003345
Blood,Detected and Quantified,3743 +/- 1272.9 uM,Adult (>18 years old),Both,Heart Transplant,21359215,details,HMDB0003345
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22007635,details,HMDB0003345
Blood,Detected and Quantified,4194.1 (1229.6)  uM,Adult (>18 years old),Female,Early preeclampsia,22494326,details,HMDB0003345
Blood,Detected and Quantified,3702.2 (713.5) uM,Adult (>18 years old),Female,Pregnancy,22494326,details,HMDB0003345
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22800120,details,HMDB0003345
Blood,Detected and Quantified,4312.9 (1783.0)  uM,Adult (>18 years old),Female,Late-onset preeclampsia,23159745,details,HMDB0003345
Blood,Detected and Quantified,3362.4 (765.9)  uM,Adult (>18 years old),Female,Pregnancy,23159745,details,HMDB0003345
Blood,Detected and Quantified,245.5 (96.0)  uM,Adult (>18 years old),Female,Down syndrome pregnancy,23313728,details,HMDB0003345
Blood,Detected and Quantified,217.3 (73.8)  uM,Adult (>18 years old),Female,Pregnancy,23313728,details,HMDB0003345
Blood,Detected and Quantified,2100-2700 uM,Infant (0-1 year old),Male,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),23430856,details,HMDB0003345
Blood,Detected and Quantified,4133.0 +/- 903.7  uM,Adult (>18 years old),Female,Pregnancy with fetuses with trisomy 18,23535240,details,HMDB0003345
Blood,Detected and Quantified,3848.99 +/- 783.5  uM,Adult (>18 years old),Female,Pregnancy,23535240,details,HMDB0003345
Blood,Detected and Quantified,166.522 uM,Newborn (0-30 days old),Male,3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,23705938,details,HMDB0003345
Blood,Detected and Quantified,3241.19 (898.95)  uM,Adult (>18 years old),Female,Pregnancy with fetus having congenital heart defect,24704061,details,HMDB0003345
Blood,Detected and Quantified,3171.93 (754.22)  uM,Adult (>18 years old),Female,Pregnancy,24704061,details,HMDB0003345
Blood,Detected and Quantified,5535.11(1872.49) uM,Adult (>18 years old),Both,Heart failure with preserved ejection fraction,26010610,details,HMDB0003345
Blood,Detected and Quantified,4812.499 +/- 288.639 uM,Children (1-13 years old),Both,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency",26079780,details,HMDB0003345
Blood,Detected and Quantified,5112.239 +/- 427.408 uM,Children (1-13 years old),Both,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency",26079780,details,HMDB0003345
Blood,Detected and Quantified,4235.221 +/- 55.507 uM,Children (1-13 years old),Both,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency",26079780,details,HMDB0003345
Blood,Detected and Quantified,4390.642 +/- 316.393 uM,Children (1-13 years old),Both,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency",26079780,details,HMDB0003345
Blood,Detected and Quantified,400 uM,Infant (0-1 year old),Female,Infantile Liver Failure Syndrome 2,26541327,details,HMDB0003345
Blood,Detected and Quantified,500-5200 uM,Children (1-13 years old),Both,Infantile Liver Failure Syndrome 2,26541327,details,HMDB0003345
Blood,Detected and Quantified,1665.224 uM,Children (1-13 years old),Female,"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration",26805781,details,HMDB0003345
Blood,Detected and Quantified,943.627 uM,Infant (0-1 year old),Female,"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration",26805781,details,HMDB0003345
Blood,Detected and Quantified,1332.180-9436.272 uM,Newborn (0-30 days old),Male,Donohue Syndrome,26871809,details,HMDB0003345
Blood,Detected and Quantified,2800 uM,Children (1-13 years old),Male,"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic",26971250,details,HMDB0003345
Blood,Detected and Quantified,7800(6500-12000) uM,Adult (>18 years old),Both,Sepsis,27501420,details,HMDB0003345
Blood,Detected and Quantified,900 uM,Newborn (0-30 days old),Female,"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic",28216384,details,HMDB0003345
Blood,Detected and Quantified,800-3200 uM,Children (1-13 years old),Both,"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic",28216384,details,HMDB0003345
Blood,Detected and Quantified,6150 (5000-10090) uM,Adult (>18 years old),Both,Lipodystrophy,28754454,details,HMDB0003345
Blood,Detected and Quantified,7830 (5220-10890) uM,Adult (>18 years old),Both,"Lipodystrophy, Congenital Generalized",28754454,details,HMDB0003345
Blood,Detected and Quantified,5060 (4670-6560) uM,Adult (>18 years old),Both,Partial lipodystrophy,28754454,details,HMDB0003345
Blood,Detected and Quantified,6810 (5210-10250) uM,Adult (>18 years old),Both,Familial partial lipodystrophy,28754454,details,HMDB0003345
Blood,Detected and Quantified,3890 uM,Infant (0-1 year old),Male,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency,29030856,details,HMDB0003345
Cerebrospinal Fluid (CSF),Detected and Quantified,200 uM,Infant (0-1 year old),Female,"Long-chain Fatty Acids, Defect in Transport of",3185635,details,HMDB0003345
Cerebrospinal Fluid (CSF),Detected and Quantified,200 uM,Infant (0-1 year old),Female,Carnitine transporter defect; primary systemic carnitine deficiency,3185635,details,HMDB0003345
Cerebrospinal Fluid (CSF),Detected and Quantified,2053.777 uM,Infant (0-1 year old),Male,Leigh Syndrome,4873809,details,HMDB0003345
Cerebrospinal Fluid (CSF),Detected and Quantified,3700.0 (3200.0-4200.0) uM,Adult (>18 years old),Both,Alzheimer's disease,9693263,details,HMDB0003345
Cerebrospinal Fluid (CSF),Detected and Quantified,1837.260 +/- 271.980 uM,Children (1-13 years old),Both,Glucose transporter type 1 deficiency syndrome,15622525,details,HMDB0003345
Cerebrospinal Fluid (CSF),Detected and Quantified,1900 uM,Children (1-13 years old),Female,GLUT1 deficiency syndrome,21838819,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Male,Gout,28270806,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,ankylosing spondylitis,Tie-juan Sha...,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,rheumatoid arthritis,Tie-juan Sha...,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21330412,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21761941,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,21761941,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable Bowel Syndrome,21494186,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Newborn (0-30 days old),Not Specified,Premature neonates,23210743,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Immunoglobulin A nephropathy (IgAN) progressor,26476344,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27107423,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,asymptomatic diverticulosis,27622378,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,symptomatic uncomplicated diverticular disease,27622378,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,28842642,details,HMDB0003345
Urine,Detected and Quantified,19700 umol/mmol creatinine,Adult (>18 years old),Both,Diabetes,6321058,details,HMDB0003345
Urine,Detected and Quantified,79600.0 (68300.0-90900.0) umol/mmol creatinine,Adult (>18 years old),Both,Diabetes,6810706,details,HMDB0003345
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22024767,details,HMDB0003345
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22800120,details,HMDB0003345
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0003345
Urine,Detected and Quantified,17449.11 (137.28 - 129930.33)  umol/mmol creatinine,Adult (>18 years old),Both,Type 1 diabetes Mellitus,Lorena Ivona ŞTEF...,details,HMDB0003345
Urine,Detected and Quantified,30.015 +/- 27.82 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0003345
Urine,Detected and Quantified,>5550.748 umol/mmol creatinine,Children (1-13 years old),Female,Fanconi Bickel syndrome,Late Diagnosis of...,details,HMDB0003345
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0004670
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Lung cancer,25961003,details,HMDB0000729
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000729
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000729
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000729
Urine,Detected and Quantified,9.37 +/- 5.223 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000729
Urine,Detected and Quantified,5.0 (0.0-8.0) umol/mmol creatinine,Not Specified,Both,Lung cancer,18953024,details,HMDB0000729
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000729
Urine,Detected and Quantified,11.83 +/- 4.351 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000729
Urine,Detected and Quantified,12.057 +/- 6.013 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Gastroesophageal reflux disease,Analysis of 30 no...,details,HMDB0000729
Blood,Detected and Quantified,10.7 +/- 5.5 uM,Adult (>18 years old),Both,Heart Transplant,21359215,details,HMDB0000019
Blood,Detected and Quantified,237 uM,Children (1-13 years old),Female,Maple syrup urine disease,Peritoneal dialys...,details,HMDB0000019
Cerebrospinal Fluid (CSF),Detected and Quantified,189 uM,Children (1-13 years old),Female,Maple syrup urine disease,Peritoneal dialys...,details,HMDB0000019
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000019
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000019
Urine,Detected and Quantified,550.00 (300.00-800.00) umol/mmol creatinine,Adult (>18 years old),Both,"Maple syrup urine disease (MSUD). When treated, the concentrations are 1-2 uM/mM.",MetaGene: Metabol...,details,HMDB0000019
Urine,Detected and Quantified,550.00 (300.00-800.00) umol/mmol creatinine,Children (1-13 years old),Both,"Maple syrup urine disease (MSUD). When treated, the concentrations are 1-2 uM/mM.",MetaGene: Metabol...,details,HMDB0000019
Blood,Detected and Quantified,66.803 +/- 30.169 uM,Adult (>18 years old),Both,Depression,21185973,details,HMDB0001388
Blood,Detected and Quantified,21.2 +/- 7.2 uM,Adult (>18 years old),Both,Hypertension,18633173,details,HMDB0001388
Blood,Detected and Quantified,20.5 +/- 7.5 uM,Adult (>18 years old),Male,Essential hypertension,18633173,details,HMDB0001388
Blood,Detected and Quantified,22.7 +/- 6.2 uM,Adult (>18 years old),Female,Essential hypertension,18633173,details,HMDB0001388
Blood,Detected and Quantified,24.8 +/- 13.3 uM,Adult (>18 years old),Not Specified,Isovaleric acidemia,27329611,details,HMDB0001388
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001388
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0001388
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001388
Urine,Detected and Quantified,0.49 +/- 0.46 umol/mmol creatinine,Adult (>18 years old),Female,Thyroid cancer,14643447,details,HMDB0001388
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0029223
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0029223
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0029223
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0029223
Blood,Detected and Quantified,32 uM,Adult (>18 years old),Both,"Colorectal, breast, or neuroendocrine cancer",16293876,details,HMDB0001893
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal adenoma,27510537,details,HMDB0001893
Blood,Detected and Quantified,0.00302 uM,Adult (>18 years old),Male,Abetalipoproteinemia,2944375,details,HMDB0001893
Blood,Detected and Quantified,30.0 (20.6-33.9) uM,Adult (>18 years old),Female,Endometrial cancer,19235557,details,HMDB0001893
Blood,Detected and Quantified,1.161-5.340 uM,Adult (>18 years old),Not Specified,Vitamin E deficiency,9463307,details,HMDB0001893
Blood,Detected and Quantified,44.114 uM,Adult (>18 years old),Male,27-hydroxylase deficiency,16445943,details,HMDB0001893
Cerebrospinal Fluid (CSF),Detected and Quantified,0.11 uM,Adult (>18 years old),Not Specified,Parkinson's Disease,8857741,details,HMDB0001893
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0001893
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,25037050,details,HMDB0001893
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001893
Saliva,Detected and Quantified,0.0067 +/- 0.0039 uM,Adult (>18 years old),Male,Oral cancer,17623524,details,HMDB0001893
Saliva,Detected and Quantified,0.0062 +/- 0.0041 uM,Adult (>18 years old),Female,Oral cancer,17623524,details,HMDB0001893
Blood,Detected and Quantified,4.0 (0.9-6.2) uM,Adult (>18 years old),Both,Dihydropyrimidine dehydrogenase (DPD) deficiency,14705962,details,HMDB0000056
Blood,Detected and Quantified,2.7 +/- 1.3 uM,Adult (>18 years old),Both,Dihydropyrimidine dehydrogenase (DPD) deficiency,14705962,details,HMDB0000056
Blood,Detected and Quantified,6 uM,Children (1-13 years old),Male,Methylmalonate semialdehyde dehydrogenase deficiency,3939535,details,HMDB0000056
Blood,Detected and Quantified,23.0 uM,Children (1-13 years old),Both,GABA transaminase deficiency,MetaGene: Metabol...,details,HMDB0000056
Blood,Detected and Quantified,5.00 (0.00-10.00) uM,Adult (>18 years old),Both,Hyper beta-alaninemia,MetaGene: Metabol...,details,HMDB0000056
Blood,Detected and Quantified,107.5 (15.00-200.00) uM,Children (1-13 years old),Both,Hyper beta-alaninemia,MetaGene: Metabol...,details,HMDB0000056
Cerebrospinal Fluid (CSF),Detected and Quantified,0.036 +/- 0.034 uM,Adult (>18 years old),Both,Dihydropyrimidine dehydrogenase (DPD) deficiency,14705962,details,HMDB0000056
Cerebrospinal Fluid (CSF),Detected and Quantified,0.03 (0.00-0.06) uM,Adult (>18 years old),Both,Gaba-transaminase deficiency,MetaGene: Metabol...,details,HMDB0000056
Cerebrospinal Fluid (CSF),Detected and Quantified,0.48 uM,Children (1-13 years old),Both,GABA transaminase deficiency,MetaGene: Metabol...,details,HMDB0000056
Cerebrospinal Fluid (CSF),Detected and Quantified,22.5 (0.00-45.00) uM,Children (1-13 years old),Both,Hyper beta-alaninemia,MetaGene: Metabol...,details,HMDB0000056
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000056
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000056
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohn disease,28842642,details,HMDB0000056
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,28842642,details,HMDB0000056
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000056
Saliva,Detected and Quantified,2.84 +/- 1.41 uM,Adult (>18 years old),Male,Alzheimer's disease,23857558,details,HMDB0000056
Saliva,Detected and Quantified,3.33 +/- 1.32 uM,Adult (>18 years old),Male,Frontotemporal lobe dementia,23857558,details,HMDB0000056
Saliva,Detected and Quantified,2.05 +/- 0.86 uM,Adult (>18 years old),Both,Lewy body disease,23857558,details,HMDB0000056
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Oral cancer,20300169,details,HMDB0000056
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Breast cancer,20300169,details,HMDB0000056
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,Pancreatic cancer,20300169,details,HMDB0000056
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,Periodontal diseases,20300169,details,HMDB0000056
Urine,Detected and Quantified,1.4 +/- 1.4 umol/mmol creatinine,Adult (>18 years old),Both,Dihydropyrimidine dehydrogenase (DPD) deficiency,14705962,details,HMDB0000056
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000056
Urine,Detected and Quantified,23.937 +/- 15.623 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000056
Urine,Detected and Quantified,0.0-2.3 umol/mmol creatinine,Children (1-13 years old),Both,GABA transaminase deficiency,MetaGene: Metabol...,details,HMDB0000056
Blood,Detected and Quantified,0.201 +/- 0.180 uM,Adult (>18 years old),Not Specified,Obese,17408529,details,HMDB0000561
Blood,Detected and Quantified,0.249 +/- 0.250 uM,Adult (>18 years old),Not Specified,Overweight,17408529,details,HMDB0000561
Blood,Detected and Quantified,277000 uM,Adult (>18 years old),Both,"Colorectal, breast, or neuroendocrine cancer",16293876,details,HMDB0000561
Blood,Detected and Quantified,0.390 +/- 0.260 uM,Adult (>18 years old),Both,Type I diabetes,16452910,details,HMDB0000561
Blood,Detected and Quantified,0.200 +/- 0.130 uM,Children (1 - 13 years old),Not Specified,Obese,18997681,details,HMDB0000561
Blood,Detected and Quantified,0.330 +/- 0.190 uM,Children (1 - 13 years old),Not Specified,Overweight,18997681,details,HMDB0000561
Blood,Detected and Quantified,0.30 (0.15-0.45) uM,Adult (>18 years old),Female,Endometrial cancer,19235557,details,HMDB0000561
Urine,Detected and Quantified,0.059 +/- 0.045 umol/mmol creatinine,Adult (>18 years old),Female,Thyroid cancer,14643447,details,HMDB0005821
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0002520
Blood,Detected and Quantified,14.1 +/- 10.6 uM,Adult (>18 years old),Both,Short bowel syndrome,15896428,details,HMDB0000852
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000852
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27015276,details,HMDB0000852
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000852
Urine,Detected and Quantified,0.0021 umol/mmol creatinine,Adult (>18 years old),Female,Sitosterolemia,17613052,details,HMDB0000852
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0006335
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0006335
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000451
Urine,Detected and Quantified,230-1100 umol/mmol creatinine,Children (1 - 13 years old),Male,Hawkinsinuria,10412819,details,HMDB0000451
Urine,Detected and Quantified,5.6 - 57.3 umol/mmol creatinine,Newborn (0-30 days old),Both,Hawkinsinuria,26226126,details,HMDB0000451
Saliva,Detected and Quantified,2.80 +/- 2.11 uM,Adult (>18 years old),Male,Alzheimer's disease,23857558,details,HMDB0000072
Saliva,Detected and Quantified,2.17 +/- 0.53 uM,Adult (>18 years old),Male,Frontotemporal lobe dementia,23857558,details,HMDB0000072
Saliva,Detected and Quantified,2.72 +/- 0.53 uM,Adult (>18 years old),Both,Lewy body disease,23857558,details,HMDB0000072
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000072
Urine,Detected and Quantified,6.494-293.514 umol/mmol creatinine,Infant (0-1 year old),Both,Amish lethal microcephaly,12376931,details,HMDB0000072
Urine,Detected and Quantified,38.74 +/- 40.952 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000072
Urine,Detected and Quantified,32.0 (0.0-70.0) umol/mmol creatinine,Adult (>18 years old),Both,Lung cancer,18953024,details,HMDB0000072
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22024767,details,HMDB0000072
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0240219
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0240219
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001202
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Male,Attachment loss,31026179,details,HMDB0001202
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Male,Periodontal Probing Depth,31026179,details,HMDB0001202
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000453
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0002902
Blood,Detected and Quantified,0.46 +/- 0.11 uM,Adult (>18 years old),Both,Hepatic encephalopathy,1485027,details,HMDB0000112
Blood,Detected and Quantified,1.0 (0.0-2.0) uM,Adult (>18 years old),Both,Gaba-transaminase deficiency,MetaGene: Metabol...,details,HMDB0000112
Blood,Detected and Quantified,1.45 (0.00-2.9) uM,Children (1-13 years old),Both,GABA transaminase deficiency,MetaGene: Metabol...,details,HMDB0000112
Blood,Detected and Quantified,1.84 +/- 0.215 uM,Elderly (>65 years old),Both,Alzheimer's disease,17031479,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.13 +/- 0.043 uM,Adult (>18 years old),Both,Spinocerebellar degeneration,2229259,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.011 uM,Newborn (0-30 days old),Female,Hyperekplexia,1352015,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,1.5 +/- 1.1  uM,Adult (>18 years old),Not Specified,Epilepsy,10534261,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.1 (0.063 - 0.179) uM,Children (1-13 years old),Not Specified,Febrile seizure,6198481,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.52 - 0.57 uM,Children (1-13 years old),Not Specified,Epilepsy,6198481,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.11 (0.067 - 0.176) uM,Children (1-13 years old),Not Specified,Epilepsy,6198481,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.05 (0.00-0.10) uM,Adult (>18 years old),Both,Gaba-transaminase deficiency,MetaGene: Metabol...,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,2.4 (0.00-4.8) uM,Children (1-13 years old),Both,GABA transaminase deficiency,MetaGene: Metabol...,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.1 (0.061 - 0.171) uM,Children (1-13 years old),Both,Meningitis,6198481,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.016 uM,Infant (0-1 year old),Not Specified,Typical pyridoxine-dependent seizures,1454145,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,4.0 +/- 4.2  uM,Adult (>18 years old),Both,Epilepsy,10534261,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.0002 +/- 0.000013 uM,Adult (>18 years old),Both,Tuberculous meningitis,9542731,details,HMDB0000112
Cerebrospinal Fluid (CSF),Detected and Quantified,0.00013 +/- 0.00002 uM,Adult (>18 years old),Both,Meningitis,9542731,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Crohns disease,27609529,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Ulcerative colitis,27609529,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Unclassified IBD,27609529,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cryptosporidium infection,22944170,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21330412,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000112
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Oral cancer,20300169,details,HMDB0000112
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Breast cancer,20300169,details,HMDB0000112
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,Pancreatic cancer,20300169,details,HMDB0000112
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,Periodontal diseases,20300169,details,HMDB0000112
